cp_mbi_smuggler,4.25,9.23,^2Laswell: ^7Mientras que el Armisticio elimina a los de alto rango, Al Qatala toma acciones desesperadas y violentas.,,
cp_mbi_smuggler,10.1,16.25,^2Kamarov: ^7Este es "El Traficante". Está a cargo de una operación de contrabando mundial con base en Sudamérica que exporta a todo el mundo.,,
cp_mbi_smuggler,17.1,22.09,^2Laswell: ^7Se protege a sí mismo, sus clientes y sus cargamentos. Iremos por los tres.,,
cp_mbi_smuggler,22.22,28.04,^2Kamarov: ^7Un activo local informó que "El Traficante" va a mover algo grande a Verdansk antes del atardecer.,,
cp_mbi_smuggler,28.21,33.2,^2Kamarov: ^7A las 0700 transmitió una señal de auxilio. Y fue el último contacto.,,
cp_mbi_smuggler,34.03,38.22,^2Laswell: ^7Tienen que recuperar el activo y averiguar qué sabe sobre el plan de "El Traficante" para detenerlo.,,
cp_mbi_smuggler,39.08,45.2,^2Kamarov: ^7Infíltrense en la zona norte para atacar una serie de refugios de Al Qatala. Regístrenlos e infórmennos sobre lo que sea.,,
cp_mbi_smuggler,46,52.11,^2Laswell: ^7No tenemos tiempo. Si "El Traficante" coordina un ataque, Al Qatala podría ejecutarlo esta noche.,,
cp_opening_cine_intro,0,1.19,^1Soldado ruso:^7 Base, aquí Siete.,50,1
cp_opening_cine_intro,1.2,4.19,^1Soldado Ruso:^7 ¡Tenemos tanques y blindados acercándose desde el este!,50,1
cp_opening_cine_intro,4.2,6.04,^1Soldado ruso:^7 ¡Estamos sufriendo bajas! ¿Me reciben?,50,1
cp_opening_cine_intro,6.23,7.26,^1Soldado ruso: ^7¡Base, respondan!,50,1
cp_opening_cine_intro,7.27,8.22,^1Soldado ruso:^7 ¡Base!,50,1
cp_opening_cine_intro,8.23,9.14,^1Soldado ruso:^7 ¡Mierda!,50,1
cp_opening_cine_intro,9.18,11.25,^1Soldado ruso: ^7A todos los puestos de la red, ¡son demasiados!,50,1
cp_opening_cine_intro,11.26,13.16,^1Soldado ruso:^7 ¡Es un puto ejército!,50,1
cp_opening_cine_intro,13.17,15.11,^1Soldado ruso:^7 ¡Necesitamos...!,50,1
cp_opening_cine_intro,25.12,26.27,^1Soldado ruso: ^7No...,50,1
cp_opening_cine_intro,27.04,28.02,^1Soldado ruso: ^7No...,50,1
cp_opening_cine_intro,28.03,29.11,^1Soldado ruso:^7 Te lo suplico...,50,1
cp_opening_cine_intro,29.12,30.19,^1Soldado ruso:^7 ¡Por favor!,50,1
cp_opening_cine_intro,48.24,52.06,^2Laswell: ^7La ciudad está en evacuación. Al Qatala tiene el control total.,,
cp_opening_cine_intro,52.12,54,^2Nikolai: ^7Este era un buen lugar.,,
cp_opening_cine_intro,54.05,55,^2Price:^7 Pues, ya no.,,
cp_opening_cine_intro,55.19,58.1,^2Nikolai: ^7Reconstruyeron Verdansk tras la Guerra Fría.,,
cp_opening_cine_intro,59.01,60.2,^2Laswell: ^7A Al Qatala no le gustó esa cooperación...,,
cp_opening_cine_intro,61.14,63.17,^2Laswell: ^7... y tienen armas y blindados.,,
cp_opening_cine_intro,63.28,65.11,^2Nikolai: ^7Terroristas con tanques...,,
cp_opening_cine_intro,65.21,66.12,^2Price:^7 ¿Quién está al mando?,,
cp_opening_cine_intro,67.28,68.18,^2Laswell: ^7Alguien nuevo.,,
cp_opening_cine_intro,71.07,72.22,^2Nikolai: ^7Bonito sombrero. ¿Cómo se llama?,,
cp_opening_cine_intro,73.03,74.26,^2Laswell: ^7No sabemos, pero tiene amigos importantes.,,
cp_opening_cine_intro,75.15,76.2,^2Price:^7 Es inteligencia rusa.,,
cp_opening_cine_intro,77.04,77.27,^2Price: ^7¿De dónde lo sacaron?,,
cp_opening_cine_intro,78.23,79.29,^2Laswell: ^7Mi contraparte en Moscú.,,
cp_opening_cine_intro,80.17,82.17,^2Nikolai: ^7¿La CIA trabaja con el SFS?,,
cp_opening_cine_intro,82.2,83.14,^2Kamarov: ^7No es la primera vez...,,
cp_opening_cine_intro,84.25,85.11,^2Price:^7 Kamarov.,,
cp_opening_cine_intro,86.02,86.23,^2Kamarov: ^7Capitán Price.,,
cp_opening_cine_intro,87.15,88.02,^2Kamarov: ^7Nikolai.,,
cp_opening_cine_intro,89,89.25,^2Kamarov: ^7Has sido un chico malo.,,
cp_opening_cine_intro,90.14,92,^2Nikolai: ^7Viniendo de ti, es un cumplido.,,
cp_opening_cine_intro,92.16,94.08,^2Kamarov: ^7Por favor, todos somos amigos.,,
cp_opening_cine_intro,96.09,98.1,^2Kamarov:^7 Te lo debía... Por Beirut.,,
cp_opening_cine_intro,99.14,101.24,^2Laswell: ^7El sargento Kamarov va a ayudar con esta operación.,,
cp_opening_cine_intro,102.15,108.05,^2Kamarov: ^7Con estas armas... Al Qatala podría convertir ataques terroristas en actos de guerra.,,
cp_opening_cine_intro,109.07,111.1,^2Kamarov: ^7Un problema para todos.,,
cp_opening_cine_intro,112.15,117.07,^2Laswell: ^7Iniciaremos una fuerza multilateral para cazar al nuevo líder de Al Qatala y contener la amenaza.,,
cp_opening_cine_intro,118.16,119.07,^2Price: ^7Listo.,,
cp_opening_cine_intro,119.29,122.15,^2Price: ^7Dígannos qué necesitan y hagámoslo.,,
cp_stinger,28.07,32.25,Mantente a la espera de tu próximo despliegue contra el ejército de Al Qatala…,,
cp_teaser,2,8,LA HISTORIA CONTINÚA EN OPERACIONES ESPECIALES.,,
main_menu_warzone_battlepass_trailer,1.53,4,^2Narrador:^7 El sistema del Pase de batalla de Modern Warfare ahora incluye Warzone.,,
main_menu_warzone_battlepass_trailer,5.9,8.97,^2Narrador:^7 Juega al juego. Sube de nivel. Gana recompensas.,,
main_menu_warzone_battlepass_trailer,10.47,15.4,^2Narrador:^7 El Pase de batalla incluye más de 100 objetos que podrás obtener y equipar.,,
main_menu_warzone_battlepass_trailer,16.03,19.23,^2Narrador:^7 Gran parte del contenido es gratis para todos los jugadores.,,
main_menu_warzone_battlepass_trailer,19.23,28.3,^2Narrador:^7 Según subas de rango, desbloquearás 2 armas funcionales y un montón de equipo para personalizar a tu operador. Y todo solo por jugar.,,
main_menu_warzone_battlepass_trailer,29.43,34,^2Narrador:^7 Compra el Pase de batalla y desbloquea los 100 niveles de contenido.,,
main_menu_warzone_battlepass_trailer,34.94,39.94,^2Narrador:^7 Desbloquearás al instante a GHOST, un legendario operador con el cual entrarás de lleno al combate.,,
main_menu_warzone_battlepass_trailer,40.07,48.1,^2Narrador:^7 A medida que avances por los niveles, obtendrás proyectos de armas de leyenda, aspectos de operador, puntos COD y más.,,
main_menu_warzone_battlepass_trailer,48.4,52.5,^2Narrador:^7 Inicia sesión y juega a cualquier modo disponible para ganar recompensas.,,
main_menu_warzone_battlepass_trailer,55.84,60.77,^2Narrador:^7 Sistema del Pase de batalla de Call of Duty: Modern Warfare. Ya disponible para Warzone.,,
main_menu_warzone_mw_story_trailer,6.53,8.1,^2Laswell:^7 20 años de guerra civil.,,
main_menu_warzone_mw_story_trailer,8.2,9.67,^2Price:^7 No tiene nada de civil.,,
main_menu_warzone_mw_story_trailer,9.83,11.2,ACTIVISION PRESENTA,,1
main_menu_warzone_mw_story_trailer,10.47,12.1,^2Laswell:^7 Ahora lo sabemos.,,
main_menu_warzone_mw_story_trailer,12.1,14.33,^2Laswell:^7 Las armas químicas están en manos terroristas.,,
main_menu_warzone_mw_story_trailer,14.33,17.57,UNA PRODUCCIÓN DE INFINITY WARD,,1
main_menu_warzone_mw_story_trailer,20.9,21.87,^2Laswell:^7 Podrían estar donde sea.,,
main_menu_warzone_mw_story_trailer,21.87,23.2,^2Price:^7 Hay que actuar rápido.,,
main_menu_warzone_mw_story_trailer,23.2,25.33,^2Laswell:^7 ¿Y qué sugieres?,,
main_menu_warzone_mw_story_trailer,25.33,28.1,^2Price:^7 Un viaje de negocios.,,
main_menu_warzone_mw_story_trailer,28.9,30.83,^2Price:^7 ¡Farah!,,
main_menu_warzone_mw_story_trailer,30.83,32.87,^2Price:^7 Hablemos.,,
main_menu_warzone_mw_story_trailer,32.87,35.17,^2Price:^7 Te necesito aquí.,,
main_menu_warzone_mw_story_trailer,35.17,38.27,^2Farah:^7 Por este veneno mi pueblo conoce algo peor que la guerra.,,
main_menu_warzone_mw_story_trailer,39.57,40.93,^2Alex:^7 Ayúdanos a rastrearlo.,50,
main_menu_warzone_mw_story_trailer,40.93,42.37,^2Farah:^7 Si te quedas te ayudaremos.,,
main_menu_warzone_mw_story_trailer,42.37,45.37,^2Farah:^7 Si te quedas, pelearás.,,
main_menu_warzone_mw_story_trailer,45.37,46.43,^2Alex:^7 Manos a la obra.,,
main_menu_warzone_mw_story_trailer,50.8,55.03,^2Farah:^7 A los invasores de mi país no les importa la vida humana.,,
main_menu_warzone_mw_story_trailer,55.53,57.2,^2Farah:^7 Vivimos así todos los días.,,
main_menu_warzone_mw_story_trailer,58.17,60.5,^2Laswell:^7 Una complicación más y estaremos en guerra.,,
main_menu_warzone_mw_story_trailer,64.23,65.2,^2Price:^7 Están entrando ahora.,,
main_menu_warzone_mw_story_trailer,65.2,67.2,^2Price:^7 ¡Necesitamos un punto de extracción urgente!,,
main_menu_warzone_mw_story_trailer,67.2,69.53,^2Lobo:^7 Salva tu vida, hija. ¡Únetenos!,,
main_menu_warzone_mw_story_trailer,69.53,70.97,^2Farah:^7 Yo lidero soldados.,,
main_menu_warzone_mw_story_trailer,70.97,72.97,^2Farah:^7 Tú entrenas asesinos.,,
main_menu_warzone_mw_story_trailer,72.97,76.47,^2Lobo:^7 Pero todos somos asesinos aquí, ¿no?,,
main_menu_warzone_mw_story_trailer,76.9,78.33,^2Ejecutor:^7 ¿Qué harás, capitán?,,
main_menu_warzone_mw_story_trailer,78.93,80.43,^2Ejecutor:^7 ¿Vas a dejar que mueran?,,
main_menu_warzone_mw_story_trailer,83.5,86.2,^2Lyons:^7 Las armas químicas están ahora a la deriva.,,
main_menu_warzone_mw_story_trailer,86.97,87.97,^2Lyons:^7 Corrígelo.,,
main_menu_warzone_mw_story_trailer,89.4,91.13,^2Kyle:^7 ¿Cuál es el límite, señor?,,
main_menu_warzone_mw_story_trailer,91.9,93.53,^2Price:^7 Tu pones el límite...,,
main_menu_warzone_mw_story_trailer,93.6,94.07,^2Price:^7 ¡No hay tiempo!,,
main_menu_warzone_mw_story_trailer,94.07,94.77,^2Kyle:^7 ¡No te muevas!,,
main_menu_warzone_mw_story_trailer,94.77,95.33,^2Kyle:^7 ¡Alto!,,
main_menu_warzone_mw_story_trailer,95.63,96.93,^2Price:^7 donde lo necesites.,,
main_menu_warzone_mw_story_trailer,97.3,98.23,^2Price:^7 ¿Qué rayos es esto?,,
main_menu_warzone_mw_story_trailer,98.4,99.53,^2Laswell:^7 ¡Vamos a entregarlo!,,
main_menu_warzone_mw_story_trailer,99.53,100.87,^2Laswell:^7 Tú y yo solo somos peones.,,
main_menu_warzone_mw_story_trailer,100.87,102.37,^2Price:^7 Habla por ti.,,
main_menu_warzone_mw_story_trailer,105,106.17,^2Farah:^7 Estás loco.,,
main_menu_warzone_mw_story_trailer,107.6,109.6,^2Price:^7 En el mundo hay muchos locos.,,
main_menu_warzone_mw_story_trailer,113.37,116.03,^2Price:^7 Las reglas del juego cambiaron.,,
main_menu_warzone_mw_story_trailer,118.4,120.17,^2Price:^7 Si no puedes identificar al objetivo,,,
main_menu_warzone_mw_story_trailer,124.17,125.5,^2Price:^7 tú eres el objetivo.,,
main_menu_warzone_mw_story_trailer,127.37,131.5,CÓMPRALO AHORA,,1
mp_amber_pause,2.27,7.23,EN EL PUNTO ÁLGIDO DE LA GUERRA FRÍA, YURI BEZMENOV, DESERTOR DE LA KGB, LANZA UN AVISO ESTREMECEDOR,,1
mp_amber_pause,10.07,12.57,^2Yuri Bezmenov:^7 Comprende lo que sucede a tu alrededor.,,1
mp_amber_pause,12.57,14.87,^2Yuri Bezmenov:^7 Estás en estado de guerra,,1
mp_amber_pause,14.87,18.4,^2Yuri Bezmenov:^7 y tienes poquísimo tiempo para salvarte.,,1
mp_amber_pause,36.3,43.63,^2Yuri Bezmenov:^7 Es un proceso lento al que llamamos "medidas activas". La primera fase es la "desmoralización".,,1
mp_amber_pause,44.13,49.13,^2Yuri Bezmenov:^7 Se tarda entre quince y veinte años en desmoralizar a un país.,,1
mp_amber_pause,49.13,52.13,^2Yuri Bezmenov:^7 La siguiente fase es la "desestabilización".,,1
mp_amber_pause,52.13,59.1,^2Yuri Bezmenov:^7 Lo que importa es lo básico: economía, relaciones internacionales, sistemas de defensa.,,1
mp_amber_pause,59.1,70.2,^2Yuri Bezmenov:^7 La siguiente fase es la "crisis", Tras un cambio violento de poder, estructura y economía, viene un periodo de "normalización".,,1
mp_amber_pause,70.2,77.63,^2Yuri Bezmenov:^7 Esto es lo que sucederá en Estados Unidos si se permite que estos necios instauren un gobierno de "gran hermano" en Washington;,,1
mp_amber_pause,77.63,83.17,^2Yuri Bezmenov:^7 un gobierno que hará numerosas promesas... sin importar si se cumplen o no.,,1
mp_amber_pause,83.93,85.13,INSPIRADO EN SUCESOS REALES,,1
mp_amber_pause,88.17,90.13,UN PLAN URDIDO DURANTE DÉCADAS,,1
mp_amber_pause,92.17,94.1,CONOCE LA HISTORIA,,1
mp_amber_pause,97.13,100.13,O ESTARÁS CONDENADO A REPETIRLA,,1
mp_amber_pause,104.77,112.03,^2Yuri Bezmenov:^7 La bomba de tiempo está en marcha. Cada segundo nos acerca más y más al desastre.,,1
mp_amber_pause,112.03,114.37,^2Yuri Bezmenov:^7 El peligro es REAL.,,1
mp_plunder_tutorial,6.47,7.03,^2Líder Británico:^7 Esto es Saqueo.,,
mp_plunder_tutorial,6.53,7.53,SAQUEO,,
mp_plunder_tutorial,8.03,9.2,^2Líder Británico:^7 Así están las cosas.,,
mp_plunder_tutorial,9.17,12.6,^2Líder Británico:^7 Aquí los equipos pelean por ser el primero en conseguir más efectivo.,,
mp_plunder_tutorial,16.47,18.6,CÓMO CONSEGUIR EFECTIVO,,
mp_plunder_tutorial,16.47,18.13,^2Líder Británico:^7 Consigues efectivo de varias formas.,,
mp_plunder_tutorial,18.7,23.63,^2Líder Británico:^7 Lo más infalible es encontrar y saquear cajas de suministros en edificios dentro del mapa.,,
mp_plunder_tutorial,19.87,22,BUSCA CAJAS DE SUMINISTROS EN EDIFICIOS,,
mp_plunder_tutorial,25.7,29.5,^2Líder Británico:^7 Los contratos son misiones opcionales repartidas por el mapa.,,
mp_plunder_tutorial,26.1,28.77,CONTRATOS: MINIMISIONES OPCIONALES,,
mp_plunder_tutorial,29.5,34.43,^2Líder Británico:^7 Puedes buscar el icono amarillo del contrato y luego seguir las instrucciones para el pago en efectivo.,,
mp_plunder_tutorial,37.07,41.13,ROBAR A LOS ENEMIGOS: GRAN RIESGO Y GRAN RECOMPENSA,,
mp_plunder_tutorial,40.37,45.3,^2Líder Británico:^7 Al morir un jugador deja caer su efectivo.,,
mp_plunder_tutorial,45.67,50.6,^2Líder Británico:^7 Una estrategia de alto riesgo y recompensa es ir por los jugadores con más efectivo.,,
mp_plunder_tutorial,51.23,55.53,^2Líder Británico:^7 Estos objetivos de alto valor están marcados en el mapa.,,
mp_plunder_tutorial,55.53,58.9,^2Líder Británico:^7 Pero, al morir, también soltarás tu efectivo.,,
mp_plunder_tutorial,58.9,60.17,CÓMO PROTEGER EL EFECTIVO,,
mp_plunder_tutorial,60.37,64.74,LOS HELIPUERTOS DE DEPÓSITO PROTEGEN GRANDES CANTIDADES DE EFECTIVO,,
mp_plunder_tutorial,61.67,64.97,^2Líder Británico:^7 Protege tu efectivo con helipuertos de depósito.,,
mp_plunder_tutorial,66.77,69.9,^2Líder Británico:^7 Cuando llegues a uno, solicita un helicóptero y llénalo.,,
mp_plunder_tutorial,78.07,83.13,LOS GLOBOS DE DEPÓSITO DE EFECTIVO PROTEGEN TU EFECTIVO EN CUALQUIER LUGAR,,
mp_plunder_tutorial,78.53,85.67,^2Líder Británico:^7 Puedes proteger tu efectivo. Los globos de depósito de efectivo se pueden encontrar en cajas de suministros o comprarse en estaciones de suministros en todo el mapa.,,
mp_plunder_tutorial,87.17,89.63,^2Líder Británico:^7 Esto es lo básico de Saqueo.,,
mp_plunder_tutorial,89.63,91.5,^2Líder Británico:^7 Ahora ve y consigue un poco.,,
mp_x1hype,4.5,6.57,Call of Duty®: Black Ops Cold War,,
mp_x1hype,8.9,18.63,^2Adler:^7 Esta guerra fue una farsa. Años de sangre. Solo para activar una guerra secreta planeada por décadas.,,
mp_x1hype,19.43,21.4,^2Pilot:^7 ¡Nos disparan, nos disparan!,,
mp_x1hype,21.4,23,^2Soldado:^7 Jim, cohete a las doc…,,
mp_x1hype,31.93,39.8,^2Reagan:^7 Amigos compatriotas, un conflicto nuclear puede ser el fin. Queremos lograr un mundo más pacífico.,,
mp_x1hype,41.1,56.57,^2Adler:^7 Hace cinco días, recibimos información de que el agente soviético "Perseus" está activo. Si es así, algo grande está por suceder. Algo que podría cambiar el equilibrio de la Guerra Fría.,,
mp_x1hype,60.1,61.7,^2Woods:^7 Vamos por esta mierda.,,
mp_x1hype,64.57,65.33,^2Policía:^7 ¿Qué pasa aquí?,,
mp_x1hype,67.53,69.1,^2Woods:^7 ¡Vamos, adentro!,,
mp_x1hype,78.8,80.1,^2Hudson:^7 Sr. presidente.,,
mp_x1hype,80.1,81.87,^2Reagan:^7 La amenaza, ¿es real?,,
mp_x1hype,83.1,84.77,^2Hudson:^7 Sí, señor, eso creemos.,,
mp_x1hype,84.77,87.43,^2Reagan:^7 Denle al Sr. Adler lo que necesite.,,
mp_x1hype,98.43,99.4,^2Soldado:^7 ¡NOS DISPARAN!,,
mp_x1hype,103.77,105.8,^2Woods:^7 ¡Esto no era parte del plan!,,
mp_x1hype,110.7,112.77,^2Reagan:^7 Sé que no nos fallará.,,
mp_x1hype,112.77,115.23,Call of Duty®: Black Ops Cold War,,
mp_x1hype,115.23,116.6,13 DE NOVIEMBRE,,
mp_x1hype,116.6,119.9,RESERVA UNA COPIA DIGITAL Y OBTÉN ACCESO ANTICIPADO A LA BETA ABIERTA,,
mp_x1hype,119.9,123.93,Y ACCESO INSTANTÁNEO AL PAQUETE DE OPERADOR DE WOODS EN MODERN WARFARE® Y WARZONE™,,
mp_x1hype,138.7,142.03,PRESENTACIÓN MUNDIAL DEL MULTIJUGADOR EL 9 DE SEPTIEMBRE,,
mw_warzone_finale,0.53,2.87,^2Price: ^7Bravo 6 a Griggs. Es hora...,,
mw_warzone_finale,3.4,6.4,^2Griggs: ^7Recibido, comandante. Los equipos Demon acordonaron el silo.,,
mw_warzone_finale,6.97,7.97,^2Price: ^7Gaz, repórtate...,,
mw_warzone_finale,8.8,13.37,^2Kyle: ^7En la torre con Ghost. Hackeamos las comunicaciones de Zakhaev. Está aquí, atentos...,,
mw_warzone_finale,13.97,24.07,^1Zakhaev: ^7Nuestra victoria de hoy será decisiva. Juntos, pusimos un cuchillo en el cuello de la historia... Es hora de asestar el corte final.,,
mw_warzone_finale,24.6,31.1,^2Price: ^7A todas las estaciones: Zakhaev está por apretar el botón, no tenemos mucho tiempo... Farah, ¿dónde estás?,,
mw_warzone_finale,31.6,33.67,^2Farah: ^7En la entrada con Alex, creando una distracción.,,
mw_warzone_finale,34.2,36.03,^2Alex: ^7Se acercan guardias, comandante...,,
mw_warzone_finale,36.53,38.23,^2Price: ^7Manténganlos ocupados.,,
mw_warzone_finale,39.2,57.53,^1Zakhaev: ^7...Vinieron a Verdansk a detenernos, pero no pudieron evitar pelear entre sí... Esta guerra lleva 50 años. No más tratados ni diplomacia... Estas armas ya no yacerán dormidas.,,
mw_warzone_finale,69.97,73.67,^1Zakhaev: ^7Tu trabajo no será en vano, padre.,,
mw_warzone_finale,85.33,87.23,^1Zakhaev: ^7¡Déjate ver...!,,
mw_warzone_finale,89.43,90.73,^1Zakhaev: ^7Estás perdiendo el tiem...,,
mw_warzone_finale,106.8,107.53,^2Price: ^7Victor...,,
mw_warzone_finale,109.3,112.77,^1Zakhaev: ^7Capitán Price, no me sorprende...,,
mw_warzone_finale,113.9,116.3,^2Price: ^7Eres hombre muerto, Zakhaev...,,
mw_warzone_finale,118.93,122.83,^1Zakhaev: ^7Comencé una guerra... Matarme no la detendrá.,,
mw_warzone_finale,123.17,126.9,^2Price: ^7No te mataré yo, sino la caída...,,
mw_warzone_finale,126.9,128.23,^1Zakhaev: ^7Alto... N...,,
mw_warzone_finale,128.77,131.63,^1Zakhaev: ^7¡Noooo...!,,
mw_warzone_finale,131.63,135.07,^2Price: ^7A todas las estaciones: Zakhaev murió, pero el misil sigue activo.,,
mw_warzone_finale,135.07,136.57,^2Price: ^7Nik, necesito los códigos ahora...,,
mw_warzone_finale,136.57,138.8,^2Nikolai: ^7Te copio, aquí viene, comandante...,,
mw_warzone_finale,138.8,139.63,^2Nikolai: ^7Seis...,,
mw_warzone_finale,139.63,140.37,^2Price: ^7Seis...,,
mw_warzone_finale,140.37,141.13,^2Nikolai: ^7Uno...,,
mw_warzone_finale,141.23,142,^2Price: ^7Uno...,,
mw_warzone_finale,142,142.7,^2Nikolai: ^7Cinco...,,
mw_warzone_finale,142.87,143.57,^2Price: ^7Cinco...,,
mw_warzone_finale,143.73,144.7,^2Nikolai: ^7sshirr----rerrk,,
mw_warzone_finale,145.1,146.03,^2Price: ^7Repite eso...,,
mw_warzone_finale,146.53,147.4,^2Nikolai: ^7sshirr----rerrk,,
mw_warzone_finale,147.4,150.2,^2Price: ^7¡Nik! Repítelo... ¡Te perdí, Nik!,,
mw_warzone_finale,153.5,155.27,^2Price: ^7Puta madre... ¡NIK! ¡El último dígito!,,
mw_warzone_finale,156.53,159.63,^2Nikolai: ^7¡SIETE! ¡Seis, uno, cinco, SIETE!,,
mw_warzone_finale,165.33,172.57,^2Price: ^7A todos quienes estén en esta red: lanzamiento anulado. Misión cumplida.,,
mw_warzone_finale,179.47,181.3,^2Ghost: ^7Esto no ha terminado...,,
mw_warzone_finale,181.53,183.47,^2Price: ^7Ni de lejos.,,
mw_warzone_finale,184.37,185.73,^2Soap: ^7MacTavish a comandante...,,
mw_warzone_finale,185.73,188.9,^2Price: ^7Soap... ¿cuál es tu posición?,,
mw_warzone_finale,188.9,192.2,^2Soap: ^7A medio kilómetro de la costa. La cosa se está poniendo al rojo vivo...,,
mw_warzone_finale,192.2,195.8,^2Price: ^7Resiste... Vamos para allá.,,
mw_warzone_finale,196.77,197.97,^2Price: ^7Conmigo...,,
season_five_intro,4.3,6.5,^2Piloto de Little Bird CS 1:^7 Stadium a la vista. Tiempo estimado: 30 segundos...,,
season_five_intro,6.97,18.27,^2Lerch:^7 Recibido. Atención, Shadows, escuchen esto... En las últimas 24, la Unión interceptó comunicaciones originadas en Stadium... El origen de la conversación podría ser el mismísimo Zakhaev...,,
