pow_load,.1,6,^1INTERROGADOR: ^7Dragovich dispone de armas y ha desplegado Nova 6.  Tiene células durmientes por todos los Estados Unidos a la espera de una señal...
pow_load,6.1,7.1,^1MASON: ^7Nos han invadido.
pow_load,7.1,11.8,"^1INTERROGADOR: ^7Invadieron los EE. UU. hace décadas, Mason. Los comunistas han estado esperando. Ya están listos para atacar."
pow_load,11.9,13.4,^1MASON: ^7¿Qué se supone que he de hacer?
pow_load,13.5,14.9,^1INTERROGADOR: ^7Sabe lo de las células durmientes...
pow_load,15,16.2,^1MASON: ^7Intento ayudarlos.
pow_load,16.3,23.5,"^1INTERROGATOR: ^7Dragovich uses number sequences to communicate with the sleeper cells. Those numbers are broadcast from one location, Mason."
pow_load,23.8,25,^1MASON: ^7¿Por qué coño cree que sé dónde está?
pow_load,25.6,32,"^1INTERROGADOR: ^7Usted estuvo en Vorkuta, Mason. Sabemos lo que ocurre en Vorkuta. Lo programaron. Usted sabe traducir los códigos."
pow_load,32,33.5,^1MASON: ^7Pero Reznov nunca...
pow_load,34,40.5,"^1INTERROGADOR: ^7¡Basta! Mason, estamos al borde la guerra. ¿Dónde está la emisora? ¿Dónde está la emisora?"
pow_load,41,43,^1MASON: ^7Dragovich nos tenía como a ratas...
pow_load,44,45.5,^1INTERROGADOR: ^7¡Mason! Lo perdemos.
pow_load,46,48.5,^1MASON: ^7Todos somos hermanos... prisioneros... Laos...
pow_load,49.5,52,^1INTERROGADOR: ^7Se ha desmayado.
rebirth_load,1.5,17.7,^1INTERROGADOR: ^7Las células de Dragovich están en suelo americano. El Nova 6 está listo y van a usarlo. Moscú no responde. No tenemos alternativa. Se ha preparado un ataque preventivo sobre Rusia. El presidente lo autorizará.
rebirth_load,19.2,25.5,"^1INTERROGADOR: ^7Mason, por última vez, ¿dónde está la emisora de números?"
rebirth_load,25.5,30.6,^1MASON: ^7How many times!... Steiner was at Rebirth Island. We had to kill Steiner.
rebirth_load,30.7,33.8,^1INTERROGATOR: ^7¿Usted y Reznov?
rebirth_load,33.9,37.4,^1MASON: ^7Queríamos lo mismo. Lo mismo.
rebirth_load,38.7,45.1,^1INTERROGADOR: ^7Volvemos a perderlo. Ha vuelto a Renacimiento.
river_load,.5,6,"^1INTERROGATOR: ^7You were in the Mekong, heading North to Kravchenko's compound. You were heading for Laos."
river_load,7,18.3,^1MASON: ^7Laos. Kravchenko. Ese psicópata lanzaba gas nervioso por todo Vietnam. Menudo caos... ¡Tuve que matarlo! ¿No lo entiende? Tengo que matarlos a todos.
river_load,18.4,25.9,^1INTERROGADOR: ^7¡Laos! ¡Mason! Entraba en Laos remontando el Mekong. Recibió noticias de Jason Hudson. ¿Qué le contó?
river_load,26,27.9,"^1MASON: ^7My handler, Hudson."
river_load,28.2,36.3,^1MASON: ^7La CIA derribó un avión de carga soviético con Nova 6. Cayó en Laos. Nuestro equipo SOG acudió.
river_load,36.4,37,^1INTERROGATOR: ^7What happened?
river_load,37.1,39,^1MASON: ^7Sigo... oyendo... números...
river_load,39.1,42.9,"^1INTERROGADOR: ^7Es una emisión, Mason. La emisión."
so_narrative5_frontend_load,6,9,^1INTERROGATOR: ^7Usted mató a Kravchenko y arrasó su base. ¿Mason?
so_narrative5_frontend_load,10,17,"^1INTERROGATOR: ^7Woods y Bowman murieron. Aniquilaron a todo su equipo SOG. Solo sobrevivió usted, Mason. Nadie más."
so_narrative5_frontend_load,18,19,"^1MASON: ^7No, Reznov sobrevivió."
so_narrative5_frontend_load,19,20,"^1INTERROGATOR: ^7Solo usted, Mason."
so_narrative5_frontend_load,20,24,"^1MASON: ^7No, Reznov sigue conmigo... desde Vorkuta."
underwaterbase_load,4,10.5,^1KENNEDY: ^7Tenemos un gran problema con los comunistas. Nuestra libertad y modo de vida están en peligro.
underwaterbase_load,10.7,15.5,^1DRAGOVICH: ^7Nuestro plan para golpear el corazón de Occidente está en marcha.
underwaterbase_load,15.5,18,"^1REZNOV: ^7Hay que detenerlo, Mason."
underwaterbase_load,18.6,23.2,^1MCNAMARA: ^7No tiene miedo ni conciencia ni debilidades.
underwaterbase_load,23.4,31.8,^1STEINER: ^7Por toda América. Dragovich tiene células durmientes esperando a su señal para liberar el Nova 6.
underwaterbase_load,32.9,37.5,^1KENNEDY: ^7Me han dicho que es usted nuestra mejor baza...
underwaterbase_load,39.1,43.2,^1REZNOV: ^7Dragovich... Kravchenko... Steiner...
underwaterbase_load,43.3,44.4,^1KENNEDY: ^7Tendrá que serlo.
underwaterbase_load,44.5,47.8,^1REZNOV: ^7Estos... hombres... deben morir.
underwaterbase_load,48,49.2,"^1KENNEDY: ^7Sr. Mason, ocúpese..."
vorkuta_load,3.8,8.3,^1INTERROGADOR: ^7¿Por qué no lo mató Castro? ¿Por qué lo entregó a Dragovich?
vorkuta_load,8.4,11,^1MASON: ^7Castro y Dragovich colaboraban.
vorkuta_load,11.1,12.5,^1INTERROGADOR: ^7Fue un regalo.
vorkuta_load,12.8,14.6,^1MASON: ^7Eh... Right...
vorkuta_load,14.7,16.4,^1INTERROGATOR: ^7¿Adónde lo llevó Dragovich?
vorkuta_load,17,23,^1MASON: ^7A Vorkuta... Tuve que luchar para sobrevivir.
vorkuta_load,23.1,24.8,"^1INTERROGADOR: ^7¿Qué ocurrió en Vorkuta, Mason?"
vorkuta_load,25.6,29.8,^1MASON: ^7Estuve solo... casi un año...
vorkuta_load,29.9,32.6,"^1INTERROGADOR: ^7Piense, Mason... ¿Qué le hicieron?"
vorkuta_load,32.7,39.5,"^1MASON: ^7Había perdido la esperanza de salir de allí, pero Reznov tenía un plan."
wmd_load,3,5.8,^1INTERROGATOR: ^7Jason Hudson lideró el ataque contra Yamantau.
wmd_load,7,13,^1MASON: ^7Sí. 20 grados bajo cero. El dichoso cubito estaba en su salsa.
wmd_sr71_load,1,10,"^1INTERROGADOR: ^7Dragovich lo capturó por segunda vez. Su unidad desapareció en Laos y se los dio por muertos. A su enlace, Hudson, no le quedó más remedio que seguir buscando el Nova 6 sin usted..."
wmd_sr71_load,11.7,15,^1MASON: ^7Fue al monte Yamantau. Al búnker soviético del fin del mundo.
wmd_sr71_load,15.1,19.9,^1INTERROGATOR: ^7That's right. A fully operational military complex buried deep in the Ural Mountains.
wmd_sr71_load,20,26.5,"^1MASON: ^7Ahí es donde Hudson contactó con Friedrich Steiner, el científico nazi que desarrolló la primera cepa de Nova 6 para Dragovich..."
wmd_sr71_load,27,32,"^1INTERROGADOR: ^7¡Sí! Hudson se enteró allí de lo de los números. Las emisiones... He estado allí, Mason. He estado en el complejo de Yamantau."
wmd_sr71_load,33.3,35.8,^1MASON: ^7Los números son reales...
wmd_sr71_load,35.9,43.5,"^1INTERROGADOR: ^7Siempre han sido reales, Mason. Esto no es un juego. Nos enfrentamos a la aniquilación a menos que coopere. ¿Dónde está la emisora?"
zombie_pentagon_load,0.4,14.6,"^1KENNEDY: ^7El tiempo y el mundo no se detienen. El cambio es ley de vida, y los que solo se fijen en el pasado o en el presente, se perderán el futuro."
zombie_pentagon_load,15,17.8,"^1KENNEDY: ^7¡He dicho ""se perderán el futuro""!"
zombie_pentagon_load,17.9,20,^1CASTRO: ^7[laughs] Coño... I missed that.
zombie_pentagon_load,20.8,27.8,"^1MCNAMARA: ^7Primer ministro Castro, la crisis de los misiles fue la gota que colmó el vaso. Casi nos volamos por los aires. Lo hemos invitado hoy..."
zombie_pentagon_load,28,28.5,^1KENNEDY: ^7¡De buena fe!
zombie_pentagon_load,29,30.8,"^1MCNAMARA: ^7... de buena fe, para solucionar esto."
zombie_pentagon_load,31,35.2,^1CASTRO: ^7¿Y qué hace él aquí? ¡Perdió!
zombie_pentagon_load,35.3,40.2,"^1KENNEDY: ^7Como siempre digo, perdona a tus enemigos, pero no olvides sus nombres. "
zombie_pentagon_load,40.3,47,"^1KENNEDY: ^7Now gentlemen, as I like to think, in the long history of the world, that there are only a few generations..."
zombie_pentagon_load,47,48.8,^1NIXON: ^7Parece que alguien está entrando...
zombie_pentagon_load,49,51.3,"^1KENNEDY: ^7La tormenta, Dick. Siéntese."
zombie_pentagon_load,55,57,^1NIXON: ^7¡Dios mío!
zombie_pentagon_load,57,60,^1MCNAMARA: ^7Parece que han entrado en el Pentágono.
zombie_pentagon_load,60,68,"^1KENNEDY: ^7Zombis. Caballeros, en estos momentos tenemos que responder de manera contundente y rechazar todas las agresiones."
zombie_pentagon_load,71.2,73.5,"^1KENNEDY: ^7¡Caballeros, prepárense!"
zombie_pentagon_load,75,76.5,^1CASTRO: ^7Viva la revolución.
zombie_pentagon_load,76.7,79,"^1MCNAMARA: ^7Señor presidente, ¿quiere decirnos algo?"
zombie_pentagon_load,79.2,83.7,"^1NIXON: ^7Sí, Jack, ¿tiene palabras inspiradoras y superlativas para sus humildes tropas?"
zombie_pentagon_load,84.7,90,"^1KENNEDY: No recen para tener vidas sencillas, amigos. Recen para ser más fuertes."
zombie_theater_load,.1,4,^1RICHTOFAN: ^7[static] Entry 741021!
zombie_theater_load,4,13.5,"^1RICHTOFAN: ^7Perhaps the station will hold the key to the real goals of group 935. I still do not trust my unconventional allies, but they are of great use to me. But, I digress. "
zombie_theater_load,14,21.5,^1RICHTOFAN: ^7Who would have thought the MDT was capable of time travel.
How many stations does this group have? Where did that little girl disappear to? 
zombie_theater_load,22,29.5,^1RICHTOFAN: ^7Only time will tell what new questions await us in this... THEATER OF THE DAMNED! [static]
